City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
Warner Robins,Georgia,31.4,35093,38909,74002,6974,3210,2.5,GA,White,42306
Rockville,Maryland,38.1,31205,35793,66998,1990,25047,2.6,MD,Hispanic or Latino,9197
San Bernardino,California,28.5,108671,107466,216137,7741,55135,3.55,CA,Black or African-American,36393
San Leandro,California,41.8,43032,47679,90711,4111,34293,2.79,CA,American Indian and Alaska Native,1540
Grand Rapids,Michigan,32.1,95669,99430,195099,8972,19176,2.56,MI,American Indian and Alaska Native,3436
Bismarck,North Dakota,38,34675,35565,70240,4145,2064,2.11,ND,American Indian and Alaska Native,4040
Hesperia,California,29.4,43588,49698,93286,3739,16667,3.52,CA,White,78718
Los Angeles,California,35,1958998,2012898,3971896,85417,1485425,2.86,CA,American Indian and Alaska Native,63758
Modesto,California,35.2,104852,106405,211257,9855,39613,2.97,CA,American Indian and Alaska Native,4388
Folsom,California,40.9,41051,35317,76368,4187,13234,2.62,CA,Asian,15569
Pawtucket,Rhode Island,39.2,36072,35511,71583,3173,17884,2.41,RI,Black or African-American,15513
Wilmington,Delaware,36.4,32680,39277,71957,3063,3336,2.45,DE,American Indian and Alaska Native,414
Redding,California,38.8,42530,49049,91579,6926,5181,2.42,CA,Black or African-American,2112
Grand Prairie,Texas,33.1,90811,96944,187755,7073,44888,3.18,TX,Asian,11446
Pasadena,Texas,31.5,78827,74959,153786,5735,38072,2.95,TX,American Indian and Alaska Native,1993
Davie,Florida,40.8,48754,52140,100894,4655,26532,2.72,FL,Black or African-American,11005
Medford,Oregon,38.6,39606,40189,79795,6632,6185,2.65,OR,Hispanic or Latino,14294
Tyler,Texas,33.9,50422,53283,103705,4813,8225,2.59,TX,White,72728
Stamford,Connecticut,35.4,64941,63936,128877,2269,44003,2.7,CT,Black or African-American,24329
Edmond,Oklahoma,32.5,45191,44899,90090,5006,5585,2.68,OK,Asian,5349
Roseville,California,38.4,62591,67691,130282,8386,18161,2.72,CA,White,103853
Fort Wayne,Indiana,34.7,124815,133329,258144,13539,19146,2.45,IN,Hispanic or Latino,21234
Pompano Beach,Florida,42.5,56569,51202,107771,5145,32733,2.55,FL,Black or African-American,38653
Savannah,Georgia,30.3,69389,76295,145684,9717,10355,2.57,GA,Hispanic or Latino,9734
Las Cruces,New Mexico,32.7,47835,53809,101644,9421,11888,2.58,NM,Black or African-American,3825
Tyler,Texas,33.9,50422,53283,103705,4813,8225,2.59,TX,American Indian and Alaska Native,1057
Flower Mound,Texas,40.2,35200,35824,71024,4217,6860,3.01,TX,American Indian and Alaska Native,1095
Irving,Texas,32.3,117189,119428,236617,6207,86756,2.78,TX,Asian,49421
Parma,Ohio,40.8,38425,41518,79943,5028,6909,2.42,OH,Hispanic or Latino,5361
Apple Valley,California,34.3,32873,39312,72185,5714,5801,3.03,CA,American Indian and Alaska Native,1446
Bolingbrook,Illinois,33.7,36295,35801,72096,2951,15212,3.42,IL,Asian,9788
Farmington Hills,Michigan,42.1,37527,43805,81332,3650,18033,2.41,MI,Asian,10759
Passaic,New Jersey,30.4,36505,34577,71082,693,24174,3.56,NJ,Black or African-American,5230
Folsom,California,40.9,41051,35317,76368,4187,13234,2.62,CA,White,57435
Chico,California,29.9,46168,44168,90336,4519,8425,2.5,CA,Black or African-American,3164
Santa Rosa,California,37.9,86840,88149,174989,9101,33015,2.7,CA,American Indian and Alaska Native,8859
Seattle,Washington,35.5,345659,338784,684443,29364,119840,2.13,WA,Hispanic or Latino,43060
Poinciana,Florida,34.2,38142,35801,73943,2933,14349,3.93,FL,Black or African-American,24750
Tracy,California,35.5,43156,43937,87093,3025,25410,3.42,CA,White,58041
Trenton,New Jersey,33.3,42581,41650,84231,2604,20428,3.04,NJ,Black or African-American,43471
Reno,Nevada,35.7,122292,119151,241443,17089,37070,2.46,NV,Hispanic or Latino,59902
Lowell,Massachusetts,33.4,54422,56298,110720,3764,33414,2.8,MA,Hispanic or Latino,22095
Rapid City,South Dakota,39.5,36122,37446,73568,7429,2375,2.31,SD,Asian,2170
Worcester,Massachusetts,34.9,90951,93855,184806,9408,36907,2.43,MA,Black or African-American,27491
Greensboro,North Carolina,35.5,132251,153093,285344,14011,26667,2.36,NC,American Indian and Alaska Native,3688
Saint Paul,Minnesota,31.5,149547,151293,300840,10548,56514,2.58,MN,American Indian and Alaska Native,6858
Virginia Beach,Virginia,35.4,222684,230061,452745,54995,38360,2.61,VA,American Indian and Alaska Native,4590
Elk Grove,California,36.1,80057,86833,166890,7762,38693,3.34,CA,Asian,59424
Hammond,Indiana,36,38923,38687,77610,4144,9224,2.61,IN,American Indian and Alaska Native,1509
Bridgeport,Connecticut,34.1,71509,76110,147619,4646,44475,2.86,CT,American Indian and Alaska Native,2527
Compton,California,30.1,49264,49184,98448,897,30660,4.08,CA,Black or African-American,26395
Saint George,Utah,37.3,38732,41475,80207,4443,4824,2.81,UT,Hispanic or Latino,10829
Simi Valley,California,39,63243,63523,126766,6063,23260,3.13,CA,American Indian and Alaska Native,2474
Toledo,Ohio,36.1,135455,144323,279778,15286,9257,2.29,OH,Asian,6850
Rancho Cucamonga,California,34.5,88127,87105,175232,5821,33878,3.18,CA,Black or African-American,24437
Rochester Hills,Michigan,41.2,36356,37076,73432,3053,13708,2.66,MI,Hispanic or Latino,3395
Brandon,Florida,36.1,55679,58289,113968,9417,16390,2.64,FL,Black or African-American,23475
Richmond,Virginia,33.6,104793,115496,220289,12538,15741,2.29,VA,Hispanic or Latino,14259
Springfield,Missouri,34.1,81057,85741,166798,12291,7765,2.12,MO,Black or African-American,10026
Livermore,California,36.7,41522,46595,88117,3063,13959,2.91,CA,Black or African-American,3199
Abilene,Texas,31.3,65212,60664,125876,9367,8129,2.64,TX,Asian,2929
Fort Worth,Texas,32.6,414126,422843,836969,39182,143404,2.88,TX,Hispanic or Latino,296133
Cranston,Rhode Island,39.9,38365,42712,81077,4702,10631,2.56,RI,Black or African-American,8193
Evansville,Indiana,38,57198,60481,117679,9063,3169,2.25,IN,Asian,1376
Wyoming,Michigan,32.8,35967,39310,75277,3447,8612,2.65,MI,Hispanic or Latino,15325
Lehigh Acres,Florida,34.3,57856,61624,119480,5551,31880,3.55,FL,Black or African-American,29998
Surprise,Arizona,39.4,62875,65567,128442,11109,9929,2.9,AZ,American Indian and Alaska Native,1883
Sandy Springs,Georgia,35.4,48570,56777,105347,3015,19837,2.4,GA,Asian,7909
Houston,Texas,32.6,1149686,1148942,2298628,71898,696210,2.66,TX,American Indian and Alaska Native,13157
Springfield,Illinois,38.8,55639,62170,117809,7525,4264,2.22,IL,White,90935
High Point,North Carolina,35.5,51751,58077,109828,5204,16315,2.65,NC,Hispanic or Latino,11446
Greensboro,North Carolina,35.5,132251,153093,285344,14011,26667,2.36,NC,Black or African-American,124108
Baltimore,Maryland,34.7,294027,327822,621849,29540,49857,2.51,MD,Hispanic or Latino,29953
Orlando,Florida,33.1,130940,139977,270917,12782,50558,2.42,FL,White,179121
Fort Collins,Colorado,29.6,80893,80288,161181,8425,9704,2.45,CO,Black or African-American,3176
Murrieta,California,35.3,49363,60453,109816,7242,19875,3.3,CA,White,77700
Kansas City,Missouri,35.9,228430,246931,475361,24710,37787,2.35,MO,American Indian and Alaska Native,5796
Davenport,Iowa,35.2,50123,52454,102577,7090,4065,2.39,IA,American Indian and Alaska Native,901
Lynchburg,Virginia,28.7,38614,41198,79812,4322,4364,2.48,VA,Black or African-American,23271
Anaheim,California,33.6,179603,171135,350738,9796,137133,3.45,CA,Black or African-American,9775
Denton,Texas,28.7,62478,68569,131047,6352,18451,2.66,TX,White,106278
Des Moines,Iowa,34.5,103726,106591,210317,11780,23857,2.41,IA,American Indian and Alaska Native,3964
Sunrise Manor,Nevada,32.5,93505,99103,192608,10663,56530,3.25,NV,Asian,16165
Wyoming,Michigan,32.8,35967,39310,75277,3447,8612,2.65,MI,White,58989
Lincoln,Nebraska,32.3,138544,138802,277346,14694,22958,2.4,NE,White,246677
College Station,Texas,22.9,54125,53774,107899,2471,16145,2.52,TX,American Indian and Alaska Native,605
Fontana,California,29.5,100644,106828,207472,4076,61448,4.15,CA,American Indian and Alaska Native,2656
South Gate,California,32.5,47758,48641,96399,724,40571,3.97,CA,White,55444
Sunnyvale,California,35.7,79480,72280,151760,3900,71441,2.74,CA,Hispanic or Latino,25638
Alameda,California,41.4,37747,40867,78614,4504,18841,2.52,CA,White,44232
Anchorage,Alaska,32.2,152945,145750,298695,27492,33258,2.77,AK,American Indian and Alaska Native,36339
Longmont,Colorado,36.8,43941,48280,92221,4925,10424,2.63,CO,Asian,2255
Peoria,Arizona,36.9,80139,91103,171242,13019,14260,2.97,AZ,American Indian and Alaska Native,3108
Wilmington,North Carolina,35.5,52346,63601,115947,5908,7401,2.24,NC,American Indian and Alaska Native,742
Inglewood,California,34.9,52995,58661,111656,2703,34171,3.12,CA,Hispanic or Latino,60873
Paterson,New Jersey,34,70640,77117,147757,1694,49810,3.37,NJ,Hispanic or Latino,85555
Tempe,Arizona,28.8,91350,84476,175826,7058,26620,2.44,AZ,Hispanic or Latino,44404
Yorba Linda,California,45.5,31960,36006,67966,3171,15532,3,CA,Hispanic or Latino,10599
Glendale,California,42.1,98181,102844,201025,4448,111510,2.69,CA,Black or African-American,4619
Memphis,Tennessee,34.1,312237,343523,655760,31189,43318,2.55,TN,American Indian and Alaska Native,4127
Milwaukee,Wisconsin,31.6,286315,313839,600154,20615,58321,2.51,WI,Asian,24832
Miami,Florida,40.4,215840,225149,440989,7233,260789,2.5,FL,White,338232
Lansing,Michigan,31.4,54333,59777,114110,5327,8371,2.39,MI,Hispanic or Latino,14245
Santa Ana,California,30.8,167503,167920,335423,4735,152999,4.58,CA,Black or African-American,5813
New Braunfels,Texas,37,33071,36852,69923,5204,5405,2.85,TX,Black or African-American,3471
Elk Grove,California,36.1,80057,86833,166890,7762,38693,3.34,CA,Black or African-American,20185
Goodyear,Arizona,38.6,36711,42292,79003,7650,11774,2.97,AZ,American Indian and Alaska Native,1301
Casas Adobes,Arizona,44.8,30890,34375,65265,6601,7024,2.24,AZ,Black or African-American,1854
Johnson City,Tennessee,38.2,31019,34350,65369,5038,2878,2.18,TN,White,59147
Corona,California,37.1,79749,84493,164242,7709,42131,2.97,CA,American Indian and Alaska Native,2268
Missoula,Montana,34.7,35002,36022,71024,4733,2771,2.15,MT,Hispanic or Latino,2474
Scottsdale,Arizona,46.9,115712,121132,236844,16798,27207,2.17,AZ,Hispanic or Latino,24766
Menifee,California,37.1,42866,44297,87163,6821,12481,3.06,CA,Black or African-American,7773
Lewisville,Texas,31.6,52776,52032,104808,4211,24865,2.78,TX,Hispanic or Latino,31757
Stockton,California,32.5,150976,154674,305650,12822,79583,3.16,CA,Asian,76859
Akron,Ohio,38.1,96886,100667,197553,12878,10024,2.24,OH,Hispanic or Latino,3684
West Palm Beach,Florida,39.6,49262,57520,106782,4917,30675,2.53,FL,American Indian and Alaska Native,406
Louisville/Jefferson County metro government,Kentucky,37.5,298451,316938,615389,39364,37875,2.45,KY,Asian,18601
Franklin,Tennessee,38.3,34991,37644,72635,3303,6876,2.73,TN,Black or African-American,7749
Jacksonville,North Carolina,24.2,40015,27348,67363,8252,3732,2.51,NC,Hispanic or Latino,11947
Mission Viejo,California,44.9,48849,48314,97163,4713,17308,2.85,CA,American Indian and Alaska Native,683
Madison,Wisconsin,30.7,122596,126360,248956,9707,30090,2.23,WI,American Indian and Alaska Native,2296
Dothan,Alabama,38.9,32172,35364,67536,6334,1699,2.59,AL,Black or African-American,23243
Oakland,California,35.7,203827,215451,419278,12159,113896,2.56,CA,White,171599
Westminster,California,42.9,45538,46573,92111,3435,42227,3.27,CA,White,37593
League City,Texas,35.9,49354,48996,98350,6484,8361,2.72,TX,Black or African-American,4166
Pittsburgh,Pennsylvania,32.9,149690,154695,304385,17728,28187,2.13,PA,Asian,21227
Cedar Park,Texas,34.4,31248,33589,64837,3090,5207,3.05,TX,Hispanic or Latino,11872
Visalia,California,32.6,63695,66399,130094,5547,20779,3.11,CA,Hispanic or Latino,63482
Moreno Valley,California,30.7,98584,105597,204181,8529,54442,3.9,CA,Hispanic or Latino,120610
Lincoln,Nebraska,32.3,138544,138802,277346,14694,22958,2.4,NE,Hispanic or Latino,20296
Asheville,North Carolina,37.9,42100,46407,88507,4973,6630,2.18,NC,White,77979
North Little Rock,Arkansas,33.6,31671,34835,66506,4130,2787,2.62,AR,American Indian and Alaska Native,713
Gresham,Oregon,36.7,53866,56716,110582,6326,17860,2.67,OR,American Indian and Alaska Native,2084
Renton,Washington,36.3,52779,47468,100247,5032,28962,2.57,WA,White,58251
Santa Clarita,California,38.1,90192,92175,182367,8537,40666,3.02,CA,White,144949
Shawnee,Kansas,40.1,32313,32745,65058,3575,4136,2.64,KS,White,55883
Waldorf,Maryland,33.6,35640,39872,75512,6932,5954,2.69,MD,Black or African-American,47334
Irvine,California,34.6,125411,131516,256927,5532,116366,2.73,CA,White,127358
Framingham,Massachusetts,40.3,35442,35768,71210,2625,19070,2.49,MA,Hispanic or Latino,13000
Baltimore,Maryland,34.7,294027,327822,621849,29540,49857,2.51,MD,Black or African-American,396270
Bend,Oregon,37.3,42294,44723,87017,6199,3032,2.39,OR,White,83689
Saint Charles,Missouri,34.9,32054,36747,68801,4371,5274,2.33,MO,Hispanic or Latino,4070
College Station,Texas,22.9,54125,53774,107899,2471,16145,2.52,TX,Black or African-American,11316
Cleveland,Ohio,36,186436,201623,388059,19849,18830,2.24,OH,American Indian and Alaska Native,6140
Waterloo,Iowa,37.2,34488,33969,68457,4800,5082,2.42,IA,White,51252
Centennial,Colorado,42.4,53222,56504,109726,7226,9501,2.66,CO,White,98174
Berkeley,California,32.5,60142,60829,120971,3736,25000,2.35,CA,White,82949
Simi Valley,California,39,63243,63523,126766,6063,23260,3.13,CA,Black or African-American,2378
Tulsa,Oklahoma,35,197437,205654,403091,24672,43751,2.37,OK,Asian,16318
Santa Ana,California,30.8,167503,167920,335423,4735,152999,4.58,CA,Hispanic or Latino,262436
Cleveland,Ohio,36,186436,201623,388059,19849,18830,2.24,OH,Hispanic or Latino,40603
Clarksville,Tennessee,29.7,75029,74161,149190,20803,8211,2.64,TN,American Indian and Alaska Native,2338
El Monte,California,37.3,57961,58784,116745,1686,59655,3.67,CA,American Indian and Alaska Native,718
Little Rock,Arkansas,36.6,96997,100989,197986,12343,16640,2.36,AR,Hispanic or Latino,15500
Eau Claire,Wisconsin,32,32327,35106,67433,3261,2833,2.4,WI,American Indian and Alaska Native,876
Largo,Florida,45.1,38166,42841,81007,8310,10489,2.28,FL,Hispanic or Latino,9561
Port Saint Lucie,Florida,42.1,84069,95341,179410,12416,34003,2.91,FL,Black or African-American,32986
Fort Worth,Texas,32.6,414126,422843,836969,39182,143404,2.88,TX,White,575180
Riverside,California,31.4,160613,161810,322423,12373,69584,3.34,CA,White,225157
Roanoke,Virginia,36.9,47252,52645,99897,6567,7346,2.35,VA,Black or African-American,30920
The Woodlands,Texas,38.8,56083,63061,119144,8351,21188,2.93,TX,Hispanic or Latino,19574
Sunrise,Florida,37.7,41471,51235,92706,4108,38209,2.98,FL,Asian,3501
Glendale,Arizona,34.4,116795,123319,240114,13241,44133,2.89,AZ,Hispanic or Latino,83711
Fayetteville,Arkansas,27.1,41959,40873,82832,4744,6313,2.28,AR,White,68830
Akron,Ohio,38.1,96886,100667,197553,12878,10024,2.24,OH,White,129192
Fayetteville,North Carolina,30.7,101051,100914,201965,28089,12863,2.5,NC,Black or African-American,90625
Little Rock,Arkansas,36.6,96997,100989,197986,12343,16640,2.36,AR,Asian,8423
Buena Park,California,35.7,41593,41671,83264,3116,28430,3.55,CA,White,48412
Yuba City,California,34.5,33654,33290,66944,4706,18032,2.9,CA,Asian,15065
Washington,District of Columbia,33.8,319705,352523,672228,25963,95117,2.24,DC,Black or African-American,328786
Odessa,Texas,31.2,61119,57861,118980,5509,15845,2.92,TX,White,106944
Saint Paul,Minnesota,31.5,149547,151293,300840,10548,56514,2.58,MN,Black or African-American,54665
Rockford,Illinois,36.3,71076,78270,149346,8894,18323,2.52,IL,Hispanic or Latino,28923
Racine,Wisconsin,33.7,39314,38423,77737,4650,4403,2.56,WI,White,52445
Santa Clarita,California,38.1,90192,92175,182367,8537,40666,3.02,CA,American Indian and Alaska Native,4441
Buena Park,California,35.7,41593,41671,83264,3116,28430,3.55,CA,Asian,24624
Provo,Utah,23.6,56231,59027,115258,2177,10925,3.28,UT,Black or African-American,1062
Urban Honolulu,Hawaii,41.4,176807,175959,352766,23213,101312,2.69,HI,White,110508
Dothan,Alabama,38.9,32172,35364,67536,6334,1699,2.59,AL,White,43516
Waco,Texas,29.3,63452,68890,132342,10716,14235,2.57,TX,American Indian and Alaska Native,794
Richardson,Texas,35.5,54676,56151,110827,4797,29579,2.83,TX,White,76116
Roseville,California,38.4,62591,67691,130282,8386,18161,2.72,CA,Black or African-American,4413
San Tan Valley,Arizona,31.3,40429,42368,82797,4300,5757,3.44,AZ,Hispanic or Latino,18733
Concord,California,39.6,62310,66358,128668,6287,37428,2.72,CA,Asian,17453
Fort Worth,Texas,32.6,414126,422843,836969,39182,143404,2.88,TX,Black or African-American,167449
Orange,California,35,67337,73658,140995,3993,34550,3.14,CA,Black or African-American,2853
Thousand Oaks,California,44.8,65113,64216,129329,6323,25330,2.79,CA,White,108375
Nampa,Idaho,31.4,45651,44199,89850,4736,6607,2.98,ID,American Indian and Alaska Native,2167
Menifee,California,37.1,42866,44297,87163,6821,12481,3.06,CA,Asian,7108
Dallas,Texas,32.6,639019,661063,1300082,41026,326825,2.59,TX,American Indian and Alaska Native,17510
Surprise,Arizona,39.4,62875,65567,128442,11109,9929,2.9,AZ,Asian,3153
Cranston,Rhode Island,39.9,38365,42712,81077,4702,10631,2.56,RI,Hispanic or Latino,10418
Eugene,Oregon,33.4,79071,84377,163448,8896,14503,2.34,OR,White,146807
Stamford,Connecticut,35.4,64941,63936,128877,2269,44003,2.7,CT,White,85620
Knoxville,Tennessee,33.1,89978,95334,185312,10897,10285,2.21,TN,Asian,4717
Lake Charles,Louisiana,31.8,35678,40388,76066,4477,3215,2.36,LA,American Indian and Alaska Native,592
Pharr,Texas,26.9,35242,41293,76535,1376,25532,3.67,TX,Hispanic or Latino,72995
Ellicott City,Maryland,42.4,34406,36526,70932,3856,17587,2.73,MD,Black or African-American,6089
Saint Petersburg,Florida,41.8,123524,133564,257088,20247,28567,2.42,FL,White,179121
Virginia Beach,Virginia,35.4,222684,230061,452745,54995,38360,2.61,VA,White,324924
Huntsville,Alabama,38.1,91764,97350,189114,16637,12691,2.18,AL,Hispanic or Latino,10887
Toledo,Ohio,36.1,135455,144323,279778,15286,9257,2.29,OH,American Indian and Alaska Native,3942
Omaha,Nebraska,34.2,218789,225098,443887,24503,48263,2.47,NE,White,353417
Erie,Pennsylvania,35.3,48618,50852,99470,7093,6275,2.31,PA,Black or African-American,20564
Lawton,Oklahoma,31.1,51099,45560,96659,11572,6123,2.72,OK,Asian,5173
East Orange,New Jersey,35.5,29995,34967,64962,1870,15164,2.85,NJ,American Indian and Alaska Native,535
Fort Myers,Florida,37.3,36850,37165,74015,4312,15365,2.45,FL,Asian,3519
Provo,Utah,23.6,56231,59027,115258,2177,10925,3.28,UT,White,108471
Yakima,Washington,34,45147,48553,93700,4705,15717,2.74,WA,Asian,2248
Lakewood,California,39.9,41523,40069,81592,4094,18274,3.13,CA,American Indian and Alaska Native,398
Palm Coast,Florida,48.8,39489,42632,82121,7950,9084,2.76,FL,Asian,2479
Cary,North Carolina,39.9,78932,81582,160514,7426,30008,2.61,NC,White,119814
